ligand,receptor,
CORT,SSTR2,CORT_SSTR2
CORT,SSTR3,CORT_SSTR3
CORT,SSTR4,CORT_SSTR4
CORT,SSTR5,CORT_SSTR5
TAC1,TACR1,TAC1_TACR1
TAC4,TACR1,TAC4_TACR1
TAC1,TACR2,TAC1_TACR2
TAC3,TACR3,TAC3_TACR3
UTS2,UTS2R,UTS2_UTS2R
AVP,AVPR2,AVP_AVPR2
AVP,AVPR1A,AVP_AVPR1A
AVP,AVPR1B,AVP_AVPR1B
PRLH,PRLHR,PRLH_PRLHR
PRSS3,F2R,PRSS3_F2R
CTSG,F2R,CTSG_F2R
F2,F2R,F2_F2R
PLG,F2R,PLG_F2R
GZMA,F2R,GZMA_F2R
PRSS2,F2R,PRSS2_F2R
PRSS1,F2R,PRSS1_F2R
PRSS3,F2RL1,PRSS3_F2RL1
CTSG,F2RL1,CTSG_F2RL1
F2,F2RL1,F2_F2RL1
PLG,F2RL1,PLG_F2RL1
GZMA,F2RL1,GZMA_F2RL1
PRSS2,F2RL1,PRSS2_F2RL1
PRSS1,F2RL1,PRSS1_F2RL1
PRSS3,F2RL2,PRSS3_F2RL2
CTSG,F2RL2,CTSG_F2RL2
F2,F2RL2,F2_F2RL2
PLG,F2RL2,PLG_F2RL2
GZMA,F2RL2,GZMA_F2RL2
PRSS2,F2RL2,PRSS2_F2RL2
PRSS1,F2RL2,PRSS1_F2RL2
PRSS3,F2RL3,PRSS3_F2RL3
CTSG,F2RL3,CTSG_F2RL3
F2,F2RL3,F2_F2RL3
GZMA,F2RL3,GZMA_F2RL3
PLG,F2RL3,PLG_F2RL3
PRSS2,F2RL3,PRSS2_F2RL3
PRSS1,F2RL3,PRSS1_F2RL3
PRSS3,PARD3,PRSS3_PARD3
CTSG,PARD3,CTSG_PARD3
F2,PARD3,F2_PARD3
GZMA,PARD3,GZMA_PARD3
PLG,PARD3,PLG_PARD3
PRSS2,PARD3,PRSS2_PARD3
PRSS1,PARD3,PRSS1_PARD3
PMCH,MCHR1,PMCH_MCHR1
PROK1,PROKR2,PROK1_PROKR2
PROK1,PROKR1,PROK1_PROKR1
PROK2,PROKR1,PROK2_PROKR1
PROK2,PROKR2,PROK2_PROKR2
ADCYAP1,ADCYAP1R1,ADCYAP1_ADCYAP1R1
VIP,VIPR1,VIP_VIPR1
VIP,VIPR2,VIP_VIPR2
NPPA,NPR1,NPPA_NPR1
NPPB,NPR1,NPPB_NPR1
NPPC,NPR2,NPPC_NPR2
KITLG,KIT,KITLG_KIT
GCG,GIPR,GCG_GIPR
GIP,GIPR,GIP_GIPR
FSHB,FSHR,FSHB_FSHR
CGA,FSHR,CGA_FSHR
LHB,LHCGR,LHB_LHCGR
CGA,LHCGR,CGA_LHCGR
TSHB,TSHR,TSHB_TSHR
CGA,TSHR,CGA_TSHR
BDNF,NTRK2,BDNF_NTRK2
NGF,NTRK1,NGF_NTRK1
FLT3LG,FLT3,FLT3LG_FLT3
HGF,MET,HGF_MET
KLK3,NTRK1,KLK3_NTRK1
NTF3,NTRK1,NTF3_NTRK1
NTF3,NTRK2,NTF3_NTRK2
NTF3,NTRK3,NTF3_NTRK3
NTF4,NTRK2,NTF4_NTRK2
SEMA3A,NRP1_PLXNA1,SEMA3A_NRP1_PLXNA1
SEMA3A,NRP1_PLXNA2,SEMA3A_NRP1_PLXNA2
SEMA3A,NRP1_PLXNA3,SEMA3A_NRP1_PLXNA3
SEMA3A,NRP1_PLXNA4,SEMA3A_NRP1_PLXNA4
SEMA3B,NRP1_PLXNA1,SEMA3B_NRP1_PLXNA1
SEMA3B,NRP1_PLXNA2,SEMA3B_NRP1_PLXNA2
SEMA3B,NRP1_PLXNA3,SEMA3B_NRP1_PLXNA3
SEMA3B,NRP1_PLXNA4,SEMA3B_NRP1_PLXNA4
SEMA3C,NRP1_PLXNA1,SEMA3C_NRP1_PLXNA1
SEMA3C,NRP1_PLXNA2,SEMA3C_NRP1_PLXNA2
SEMA3C,NRP1_PLXNA3,SEMA3C_NRP1_PLXNA3
SEMA3C,NRP1_PLXNA4,SEMA3C_NRP1_PLXNA4
SEMA3D,NRP1_PLXNA1,SEMA3D_NRP1_PLXNA1
SEMA3D,NRP1_PLXNA2,SEMA3D_NRP1_PLXNA2
SEMA3D,NRP1_PLXNA3,SEMA3D_NRP1_PLXNA3
SEMA3D,NRP1_PLXNA4,SEMA3D_NRP1_PLXNA4
SEMA3B,NRP2_PLXNA1,SEMA3B_NRP2_PLXNA1
SEMA3B,NRP2_PLXNA2,SEMA3B_NRP2_PLXNA2
SEMA3B,NRP2_PLXNA3,SEMA3B_NRP2_PLXNA3
SEMA3B,NRP2_PLXNA4,SEMA3B_NRP2_PLXNA4
SEMA3C,NRP2_PLXNA1,SEMA3C_NRP2_PLXNA1
SEMA3C,NRP2_PLXNA2,SEMA3C_NRP2_PLXNA2
SEMA3C,NRP2_PLXNA3,SEMA3C_NRP2_PLXNA3
SEMA3C,NRP2_PLXNA4,SEMA3C_NRP2_PLXNA4
SEMA3D,NRP2_PLXNA1,SEMA3D_NRP2_PLXNA1
SEMA3D,NRP2_PLXNA2,SEMA3D_NRP2_PLXNA2
SEMA3D,NRP2_PLXNA3,SEMA3D_NRP2_PLXNA3
SEMA3D,NRP2_PLXNA4,SEMA3D_NRP2_PLXNA4
SEMA3F,NRP2_PLXNA1,SEMA3F_NRP2_PLXNA1
SEMA3F,NRP2_PLXNA2,SEMA3F_NRP2_PLXNA2
SEMA3F,NRP2_PLXNA3,SEMA3F_NRP2_PLXNA3
SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4
SEMA3G,NRP2_PLXNA1,SEMA3G_NRP2_PLXNA1
SEMA3G,NRP2_PLXNA2,SEMA3G_NRP2_PLXNA2
SEMA3G,NRP2_PLXNA3,SEMA3G_NRP2_PLXNA3
SEMA3G,NRP2_PLXNA4,SEMA3G_NRP2_PLXNA4
SEMA3C,NRP1_NRP2,SEMA3C_NRP1_NRP2
SEMA3C,PLXND1,SEMA3C_PLXND1
SEMA3E,PLXND1,SEMA3E_PLXND1
ADM,CALCR,ADM_CALCR
ADM,CALCRL,ADM_CALCRL
AGT,MAS1,AGT_MAS1
ANXA1,FPR2,ANXA1_FPR2
ANXA1,FPR1,ANXA1_FPR1
APELA,APLNR,APELA_APLNR
CALCA,CALCR,CALCA_CALCR
CALCA,CALCRL,CALCA_CALCRL
CALCB,CALCR,CALCB_CALCR
CALCB,CALCRL,CALCB_CALCRL
CRH,CRHR1,CRH_CRHR1
CRH,CRHR2,CRH_CRHR2
ENHO,GPR19,ENHO_GPR19
GAS6,AXL,GAS6_AXL
GAS6,MERTK,GAS6_MERTK
GAS6,TYRO3,GAS6_TYRO3
GCG,GCGR,GCG_GCGR
GCG,GLP1R,GCG_GLP1R
GCG,GLP2R,GCG_GLP2R
GH1,GHR,GH1_GHR
GH1,PRLR,GH1_PRLR
GHRH,VIPR1,GHRH_VIPR1
GHRH,VIPR2,GHRH_VIPR2
GHRH,GHSR,GHRH_GHSR
GHRH,GHRHR,GHRH_GHRHR
GNRH1,GNRHR,GNRH1_GNRHR
GRN,SORT1,GRN_SORT1
GUCA2A,GUCY2C,GUCA2A_GUCY2C
GUCA2B,GUCY2C,GUCA2B_GUCY2C
IAPP,CALCR,IAPP_CALCR
IAPP,CALCRL,IAPP_CALCRL
INSL3,RXFP2,INSL3_RXFP2
INSL3,RXFP1,INSL3_RXFP1
INSL3,RXFP4,INSL3_RXFP4
INSL3,RXFP3,INSL3_RXFP3
INSL5,RXFP4,INSL5_RXFP4
INSL5,RXFP3,INSL5_RXFP3
INSL5,RXFP2,INSL5_RXFP2
INSL5,RXFP1,INSL5_RXFP1
LEP,LEPR,LEP_LEPR
LGALS9,PTPRC,LGALS9_PTPRC
NPS,NPSR1,NPS_NPSR1
NPVF,NPFFR1,NPVF_NPFFR1
NPVF,NPFFR2,NPVF_NPFFR2
OSTN,NPR3,OSTN_NPR3
PMCH,MERTK,PMCH_MERTK
PROS1,AXL,PROS1_AXL
PROS1,TYRO3,PROS1_TYRO3
PSAP,GPR37L1,PSAP_GPR37L1
PSAP,GPR37,PSAP_GPR37
PTH,PTH1R,PTH_PTH1R
PTH,PTH2R,PTH_PTH2R
PTH2,PTH1R,PTH2_PTH1R
PTH2,PTH2R,PTH2_PTH2R
PTHLH,PTH1R,PTHLH_PTH1R
QRFP,QRFPR,QRFP_QRFPR
RARRES2,GPR1,RARRES2_GPR1
RARRES2,CMKLR1,RARRES2_CMKLR1
RLN1,RXFP2,RLN1_RXFP2
RLN1,RXFP1,RLN1_RXFP1
RLN1,RXFP3,RLN1_RXFP3
RLN1,RXFP4,RLN1_RXFP4
RLN3,RXFP3,RLN3_RXFP3
RLN3,RXFP1,RLN3_RXFP1
RLN3,RXFP4,RLN3_RXFP4
RLN3,RXFP2,RLN3_RXFP2
SAA1,FPR2,SAA1_FPR2
SCGB3A2,MARCO,SCGB3A2_MARCO
SCT,SCTR,SCT_SCTR
SLURP1,CHRNB1,SLURP1_CHRNB1
SLURP1,CHRNB2,SLURP1_CHRNB2
SLURP1,CHRNB3,SLURP1_CHRNB3
SLURP1,CHRNB4,SLURP1_CHRNB4
SLURP1,CHRNA1,SLURP1_CHRNA1
SLURP1,CHRNA2,SLURP1_CHRNA2
SLURP1,CHRNA3,SLURP1_CHRNA3
SLURP1,CHRNA4,SLURP1_CHRNA4
SLURP1,CHRNA5,SLURP1_CHRNA5
SLURP1,CHRNA6,SLURP1_CHRNA6
SLURP1,CHRNA9,SLURP1_CHRNA9
SLURP1,CHRNA10,SLURP1_CHRNA10
SLURP1,CHRND,SLURP1_CHRND
SLURP1,CHRNE,SLURP1_CHRNE
SLURP1,CHRNG,SLURP1_CHRNG
SLURP1,CHRNA7,SLURP1_CHRNA7
SLURP2,CHRNB1,SLURP2_CHRNB1
SLURP2,CHRNB2,SLURP2_CHRNB2
SLURP2,CHRNB3,SLURP2_CHRNB3
SLURP2,CHRNB4,SLURP2_CHRNB4
SLURP2,CHRNA1,SLURP2_CHRNA1
SLURP2,CHRNA2,SLURP2_CHRNA2
SLURP2,CHRNA3,SLURP2_CHRNA3
SLURP2,CHRNA4,SLURP2_CHRNA4
SLURP2,CHRNA5,SLURP2_CHRNA5
SLURP2,CHRNA6,SLURP2_CHRNA6
SLURP2,CHRNA7,SLURP2_CHRNA7
SLURP2,CHRNA9,SLURP2_CHRNA9
SLURP2,CHRNA10,SLURP2_CHRNA10
SLURP2,CHRND,SLURP2_CHRND
SLURP2,CHRNE,SLURP2_CHRNE
SLURP2,CHRNG,SLURP2_CHRNG
BTLA,TNFRSF14,BTLA_TNFRSF14
TRH,TRHR,TRH_TRHR
UCN,CRHR1,UCN_CRHR1
UCN,CRHR2,UCN_CRHR2
UCN2,CRHR1,UCN2_CRHR1
UCN2,CRHR2,UCN2_CRHR2
UCN3,CRHR1,UCN3_CRHR1
UCN3,CRHR2,UCN3_CRHR2
UTS2B,UTS2R,UTS2B_UTS2R
UTS2B,SSTR5,UTS2B_SSTR5
BAG6,NCR3,BAG6_NCR3
LGALS9,HAVCR2,LGALS9_HAVCR2
LGALS9,CD44,LGALS9_CD44
COL1A1,ITGA1_ITGB1,COL1A1_ITGA1_ITGB1
COL1A2,ITGA1_ITGB1,COL1A2_ITGA1_ITGB1
COL2A1,ITGA1_ITGB1,COL2A1_ITGA1_ITGB1
COL4A1,ITGA1_ITGB1,COL4A1_ITGA1_ITGB1
COL4A2,ITGA1_ITGB1,COL4A2_ITGA1_ITGB1
COL4A3,ITGA1_ITGB1,COL4A3_ITGA1_ITGB1
COL4A4,ITGA1_ITGB1,COL4A4_ITGA1_ITGB1
COL4A5,ITGA1_ITGB1,COL4A5_ITGA1_ITGB1
COL4A6,ITGA1_ITGB1,COL4A6_ITGA1_ITGB1
COL6A1,ITGA1_ITGB1,COL6A1_ITGA1_ITGB1
COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1
COL6A3,ITGA1_ITGB1,COL6A3_ITGA1_ITGB1
COL6A5,ITGA1_ITGB1,COL6A5_ITGA1_ITGB1
COL6A6,ITGA1_ITGB1,COL6A6_ITGA1_ITGB1
COL9A1,ITGA1_ITGB1,COL9A1_ITGA1_ITGB1
COL9A2,ITGA1_ITGB1,COL9A2_ITGA1_ITGB1
COL9A3,ITGA1_ITGB1,COL9A3_ITGA1_ITGB1
COL1A1,ITGA2_ITGB1,COL1A1_ITGA2_ITGB1
COL1A2,ITGA2_ITGB1,COL1A2_ITGA2_ITGB1
COL2A1,ITGA2_ITGB1,COL2A1_ITGA2_ITGB1
COL4A1,ITGA2_ITGB1,COL4A1_ITGA2_ITGB1
COL4A2,ITGA2_ITGB1,COL4A2_ITGA2_ITGB1
COL4A3,ITGA2_ITGB1,COL4A3_ITGA2_ITGB1
COL4A4,ITGA2_ITGB1,COL4A4_ITGA2_ITGB1
COL4A5,ITGA2_ITGB1,COL4A5_ITGA2_ITGB1
COL4A6,ITGA2_ITGB1,COL4A6_ITGA2_ITGB1
COL6A1,ITGA2_ITGB1,COL6A1_ITGA2_ITGB1
COL6A2,ITGA2_ITGB1,COL6A2_ITGA2_ITGB1
COL6A3,ITGA2_ITGB1,COL6A3_ITGA2_ITGB1
COL6A5,ITGA2_ITGB1,COL6A5_ITGA2_ITGB1
COL6A6,ITGA2_ITGB1,COL6A6_ITGA2_ITGB1
COL9A1,ITGA2_ITGB1,COL9A1_ITGA2_ITGB1
COL9A2,ITGA2_ITGB1,COL9A2_ITGA2_ITGB1
COL9A3,ITGA2_ITGB1,COL9A3_ITGA2_ITGB1
FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1
FN1,ITGA4_ITGB1,FN1_ITGA4_ITGB1
FN1,ITGA5_ITGB1,FN1_ITGA5_ITGB1
FN1,ITGA8_ITGB1,FN1_ITGA8_ITGB1
LAMA1,ITGA1_ITGB1,LAMA1_ITGA1_ITGB1
LAMA2,ITGA1_ITGB1,LAMA2_ITGA1_ITGB1
LAMA3,ITGA1_ITGB1,LAMA3_ITGA1_ITGB1
LAMA4,ITGA1_ITGB1,LAMA4_ITGA1_ITGB1
LAMA5,ITGA1_ITGB1,LAMA5_ITGA1_ITGB1
LAMB1,ITGA1_ITGB1,LAMB1_ITGA1_ITGB1
LAMB2,ITGA1_ITGB1,LAMB2_ITGA1_ITGB1
LAMB3,ITGA1_ITGB1,LAMB3_ITGA1_ITGB1
LAMC1,ITGA1_ITGB1,LAMC1_ITGA1_ITGB1
LAMC2,ITGA1_ITGB1,LAMC2_ITGA1_ITGB1
LAMC3,ITGA1_ITGB1,LAMC3_ITGA1_ITGB1
LAMA1,ITGA2_ITGB1,LAMA1_ITGA2_ITGB1
LAMA2,ITGA2_ITGB1,LAMA2_ITGA2_ITGB1
LAMA3,ITGA2_ITGB1,LAMA3_ITGA2_ITGB1
LAMA4,ITGA2_ITGB1,LAMA4_ITGA2_ITGB1
LAMA5,ITGA2_ITGB1,LAMA5_ITGA2_ITGB1
LAMB1,ITGA2_ITGB1,LAMB1_ITGA2_ITGB1
LAMB2,ITGA2_ITGB1,LAMB2_ITGA2_ITGB1
LAMB3,ITGA2_ITGB1,LAMB3_ITGA2_ITGB1
LAMC1,ITGA2_ITGB1,LAMC1_ITGA2_ITGB1
LAMC2,ITGA2_ITGB1,LAMC2_ITGA2_ITGB1
LAMC3,ITGA2_ITGB1,LAMC3_ITGA2_ITGB1
CHAD,ITGA2_ITGB1,CHAD_ITGA2_ITGB1
LAMA1,ITGA3_ITGB1,LAMA1_ITGA3_ITGB1
LAMA2,ITGA3_ITGB1,LAMA2_ITGA3_ITGB1
LAMA3,ITGA3_ITGB1,LAMA3_ITGA3_ITGB1
LAMA4,ITGA3_ITGB1,LAMA4_ITGA3_ITGB1
LAMA5,ITGA3_ITGB1,LAMA5_ITGA3_ITGB1
LAMB1,ITGA3_ITGB1,LAMB1_ITGA3_ITGB1
LAMB2,ITGA3_ITGB1,LAMB2_ITGA3_ITGB1
LAMB3,ITGA3_ITGB1,LAMB3_ITGA3_ITGB1
LAMC1,ITGA3_ITGB1,LAMC1_ITGA3_ITGB1
LAMC2,ITGA3_ITGB1,LAMC2_ITGA3_ITGB1
LAMC3,ITGA3_ITGB1,LAMC3_ITGA3_ITGB1
RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1
THBS1,ITGA3_ITGB1,THBS1_ITGA3_ITGB1
THBS2,ITGA3_ITGB1,THBS2_ITGA3_ITGB1
THBS3,ITGA3_ITGB1,THBS3_ITGA3_ITGB1
THBS4,ITGA3_ITGB1,THBS4_ITGA3_ITGB1
COMP,ITGA3_ITGB1,COMP_ITGA3_ITGB1
COL1A1,ITGA3_ITGB1,COL1A1_ITGA3_ITGB1
COL1A2,ITGA3_ITGB1,COL1A2_ITGA3_ITGB1
COL2A1,ITGA3_ITGB1,COL2A1_ITGA3_ITGB1
COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1
COL4A2,ITGA3_ITGB1,COL4A2_ITGA3_ITGB1
COL4A3,ITGA3_ITGB1,COL4A3_ITGA3_ITGB1
COL4A4,ITGA3_ITGB1,COL4A4_ITGA3_ITGB1
COL4A5,ITGA3_ITGB1,COL4A5_ITGA3_ITGB1
COL4A6,ITGA3_ITGB1,COL4A6_ITGA3_ITGB1
COL6A1,ITGA3_ITGB1,COL6A1_ITGA3_ITGB1
COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1
COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1
COL6A5,ITGA3_ITGB1,COL6A5_ITGA3_ITGB1
COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1
COL9A1,ITGA3_ITGB1,COL9A1_ITGA3_ITGB1
COL9A2,ITGA3_ITGB1,COL9A2_ITGA3_ITGB1
COL9A3,ITGA3_ITGB1,COL9A3_ITGA3_ITGB1
LAMA1,ITGA6_ITGB1,LAMA1_ITGA6_ITGB1
LAMA2,ITGA6_ITGB1,LAMA2_ITGA6_ITGB1
LAMA3,ITGA6_ITGB1,LAMA3_ITGA6_ITGB1
LAMA4,ITGA6_ITGB1,LAMA4_ITGA6_ITGB1
LAMA5,ITGA6_ITGB1,LAMA5_ITGA6_ITGB1
LAMB1,ITGA6_ITGB1,LAMB1_ITGA6_ITGB1
LAMB2,ITGA6_ITGB1,LAMB2_ITGA6_ITGB1
LAMB3,ITGA6_ITGB1,LAMB3_ITGA6_ITGB1
LAMC1,ITGA6_ITGB1,LAMC1_ITGA6_ITGB1
LAMC2,ITGA6_ITGB1,LAMC2_ITGA6_ITGB1
LAMC3,ITGA6_ITGB1,LAMC3_ITGA6_ITGB1
LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1
LAMA2,ITGA7_ITGB1,LAMA2_ITGA7_ITGB1
LAMA3,ITGA7_ITGB1,LAMA3_ITGA7_ITGB1
LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1
LAMA5,ITGA7_ITGB1,LAMA5_ITGA7_ITGB1
LAMB1,ITGA7_ITGB1,LAMB1_ITGA7_ITGB1
LAMB2,ITGA7_ITGB1,LAMB2_ITGA7_ITGB1
LAMB3,ITGA7_ITGB1,LAMB3_ITGA7_ITGB1
LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1
LAMC2,ITGA7_ITGB1,LAMC2_ITGA7_ITGB1
LAMC3,ITGA7_ITGB1,LAMC3_ITGA7_ITGB1
VTN,ITGA8_ITGB1,VTN_ITGA8_ITGB1
TNC,ITGA8_ITGB1,TNC_ITGA8_ITGB1
TNR,ITGA8_ITGB1,TNR_ITGA8_ITGB1
TNN,ITGA8_ITGB1,TNN_ITGA8_ITGB1
TNXB,ITGA8_ITGB1,TNXB_ITGA8_ITGB1
Npnt complex 1,ITGA8_ITGB1,Npnt complex 1_ITGA8_ITGB1
Npnt complex 2,ITGA8_ITGB1,Npnt complex 2_ITGA8_ITGB1
TNC,ITGA9_ITGB1,TNC_ITGA9_ITGB1
TNR,ITGA9_ITGB1,TNR_ITGA9_ITGB1
TNN,ITGA9_ITGB1,TNN_ITGA9_ITGB1
TNXB,ITGA9_ITGB1,TNXB_ITGA9_ITGB1
COL1A1,ITGA9_ITGB1,COL1A1_ITGA9_ITGB1
COL1A2,ITGA9_ITGB1,COL1A2_ITGA9_ITGB1
COL2A1,ITGA9_ITGB1,COL2A1_ITGA9_ITGB1
COL4A1,ITGA9_ITGB1,COL4A1_ITGA9_ITGB1
COL4A2,ITGA9_ITGB1,COL4A2_ITGA9_ITGB1
COL4A3,ITGA9_ITGB1,COL4A3_ITGA9_ITGB1
COL4A4,ITGA9_ITGB1,COL4A4_ITGA9_ITGB1
COL4A5,ITGA9_ITGB1,COL4A5_ITGA9_ITGB1
COL4A6,ITGA9_ITGB1,COL4A6_ITGA9_ITGB1
COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1
COL6A2,ITGA9_ITGB1,COL6A2_ITGA9_ITGB1
COL6A3,ITGA9_ITGB1,COL6A3_ITGA9_ITGB1
COL6A5,ITGA9_ITGB1,COL6A5_ITGA9_ITGB1
COL6A6,ITGA9_ITGB1,COL6A6_ITGA9_ITGB1
COL9A1,ITGA9_ITGB1,COL9A1_ITGA9_ITGB1
COL9A2,ITGA9_ITGB1,COL9A2_ITGA9_ITGB1
COL9A3,ITGA9_ITGB1,COL9A3_ITGA9_ITGB1
LAMA1,ITGA9_ITGB1,LAMA1_ITGA9_ITGB1
LAMA2,ITGA9_ITGB1,LAMA2_ITGA9_ITGB1
LAMA3,ITGA9_ITGB1,LAMA3_ITGA9_ITGB1
LAMA4,ITGA9_ITGB1,LAMA4_ITGA9_ITGB1
LAMA5,ITGA9_ITGB1,LAMA5_ITGA9_ITGB1
LAMB1,ITGA9_ITGB1,LAMB1_ITGA9_ITGB1
LAMB2,ITGA9_ITGB1,LAMB2_ITGA9_ITGB1
LAMB3,ITGA9_ITGB1,LAMB3_ITGA9_ITGB1
LAMC1,ITGA9_ITGB1,LAMC1_ITGA9_ITGB1
LAMC2,ITGA9_ITGB1,LAMC2_ITGA9_ITGB1
LAMC3,ITGA9_ITGB1,LAMC3_ITGA9_ITGB1
COL1A1,ITGA10_ITGB1,COL1A1_ITGA10_ITGB1
COL1A2,ITGA10_ITGB1,COL1A2_ITGA10_ITGB1
COL2A1,ITGA10_ITGB1,COL2A1_ITGA10_ITGB1
COL4A1,ITGA10_ITGB1,COL4A1_ITGA10_ITGB1
COL4A2,ITGA10_ITGB1,COL4A2_ITGA10_ITGB1
COL4A3,ITGA10_ITGB1,COL4A3_ITGA10_ITGB1
COL4A4,ITGA10_ITGB1,COL4A4_ITGA10_ITGB1
COL4A5,ITGA10_ITGB1,COL4A5_ITGA10_ITGB1
COL4A6,ITGA10_ITGB1,COL4A6_ITGA10_ITGB1
COL6A1,ITGA10_ITGB1,COL6A1_ITGA10_ITGB1
COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1
COL6A3,ITGA10_ITGB1,COL6A3_ITGA10_ITGB1
COL6A5,ITGA10_ITGB1,COL6A5_ITGA10_ITGB1
COL6A6,ITGA10_ITGB1,COL6A6_ITGA10_ITGB1
COL9A1,ITGA10_ITGB1,COL9A1_ITGA10_ITGB1
COL9A2,ITGA10_ITGB1,COL9A2_ITGA10_ITGB1
COL9A3,ITGA10_ITGB1,COL9A3_ITGA10_ITGB1
COL1A1,ITGA11_ITGB1,COL1A1_ITGA11_ITGB1
COL1A2,ITGA11_ITGB1,COL1A2_ITGA11_ITGB1
COL2A1,ITGA11_ITGB1,COL2A1_ITGA11_ITGB1
COL4A1,ITGA11_ITGB1,COL4A1_ITGA11_ITGB1
COL4A2,ITGA11_ITGB1,COL4A2_ITGA11_ITGB1
COL4A3,ITGA11_ITGB1,COL4A3_ITGA11_ITGB1
COL4A4,ITGA11_ITGB1,COL4A4_ITGA11_ITGB1
COL4A5,ITGA11_ITGB1,COL4A5_ITGA11_ITGB1
COL4A6,ITGA11_ITGB1,COL4A6_ITGA11_ITGB1
COL6A1,ITGA11_ITGB1,COL6A1_ITGA11_ITGB1
COL6A2,ITGA11_ITGB1,COL6A2_ITGA11_ITGB1
COL6A3,ITGA11_ITGB1,COL6A3_ITGA11_ITGB1
COL6A5,ITGA11_ITGB1,COL6A5_ITGA11_ITGB1
COL6A6,ITGA11_ITGB1,COL6A6_ITGA11_ITGB1
COL9A1,ITGA11_ITGB1,COL9A1_ITGA11_ITGB1
COL9A2,ITGA11_ITGB1,COL9A2_ITGA11_ITGB1
COL9A3,ITGA11_ITGB1,COL9A3_ITGA11_ITGB1
FN1,ITGAV_ITGB1,FN1_ITGAV_ITGB1
VTN,ITGAV_ITGB1,VTN_ITGAV_ITGB1
DSPP,ITGAV_ITGB1,DSPP_ITGAV_ITGB1
FN1,ITGA4_ITGB7,FN1_ITGA4_ITGB7
FN1,ITGAV_ITGB3,FN1_ITGAV_ITGB3
VTN,ITGAV_ITGB3,VTN_ITGAV_ITGB3
VWF,ITGAV_ITGB3,VWF_ITGAV_ITGB3
TNC,ITGAV_ITGB3,TNC_ITGAV_ITGB3
TNR,ITGAV_ITGB3,TNR_ITGAV_ITGB3
TNN,ITGAV_ITGB3,TNN_ITGAV_ITGB3
TNXB,ITGAV_ITGB3,TNXB_ITGAV_ITGB3
IBSP,ITGAV_ITGB3,IBSP_ITGAV_ITGB3
THBS1,ITGAV_ITGB3,THBS1_ITGAV_ITGB3
THBS2,ITGAV_ITGB3,THBS2_ITGAV_ITGB3
THBS3,ITGAV_ITGB3,THBS3_ITGAV_ITGB3
THBS4,ITGAV_ITGB3,THBS4_ITGAV_ITGB3
COMP,ITGAV_ITGB3,COMP_ITGAV_ITGB3
DMP1,ITGAV_ITGB3,DMP1_ITGAV_ITGB3
FN1,ITGA2B_ITGB3,FN1_ITGA2B_ITGB3
VTN,ITGA2B_ITGB3,VTN_ITGA2B_ITGB3
VWF,ITGA2B_ITGB3,VWF_ITGA2B_ITGB3
TNC,ITGA2B_ITGB3,TNC_ITGA2B_ITGB3
TNR,ITGA2B_ITGB3,TNR_ITGA2B_ITGB3
TNN,ITGA2B_ITGB3,TNN_ITGA2B_ITGB3
TNXB,ITGA2B_ITGB3,TNXB_ITGA2B_ITGB3
VTN,ITGAV_ITGB5,VTN_ITGAV_ITGB5
IBSP,ITGAV_ITGB5,IBSP_ITGAV_ITGB5
TNC,ITGAV_ITGB6,TNC_ITGAV_ITGB6
TNR,ITGAV_ITGB6,TNR_ITGAV_ITGB6
TNN,ITGAV_ITGB6,TNN_ITGAV_ITGB6
TNXB,ITGAV_ITGB6,TNXB_ITGAV_ITGB6
FN1,ITGAV_ITGB6,FN1_ITGAV_ITGB6
DSPP,ITGAV_ITGB6,DSPP_ITGAV_ITGB6
VTN,ITGAV_ITGB8,VTN_ITGAV_ITGB8
FN1,ITGAV_ITGB8,FN1_ITGAV_ITGB8
LAMA1,ITGAV_ITGB8,LAMA1_ITGAV_ITGB8
LAMA2,ITGAV_ITGB8,LAMA2_ITGAV_ITGB8
LAMA3,ITGAV_ITGB8,LAMA3_ITGAV_ITGB8
LAMA4,ITGAV_ITGB8,LAMA4_ITGAV_ITGB8
LAMA5,ITGAV_ITGB8,LAMA5_ITGAV_ITGB8
LAMB1,ITGAV_ITGB8,LAMB1_ITGAV_ITGB8
LAMB2,ITGAV_ITGB8,LAMB2_ITGAV_ITGB8
LAMB3,ITGAV_ITGB8,LAMB3_ITGAV_ITGB8
LAMC1,ITGAV_ITGB8,LAMC1_ITGAV_ITGB8
LAMC2,ITGAV_ITGB8,LAMC2_ITGAV_ITGB8
LAMC3,ITGAV_ITGB8,LAMC3_ITGAV_ITGB8
